STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,FR,France,2025-06,,124.85,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,FR,France,2025-07,,125.20,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,FR,France,2025-08,,125.80,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,FR,France,2025-09,,124.47,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,FR,France,2025-10,,124.58,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-01,,98.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-02,,98.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-03,,100.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-04,,100.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-05,,100.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-06,,101.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-07,,99.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-08,,98.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-09,,100.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-10,,101.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-11,,100.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2015-12,,100.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-01,,98.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-02,,98.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-03,,100.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-04,,100.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-05,,100.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-06,,100.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-07,,98.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-08,,98.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-09,,100.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-10,,100.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-11,,100.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2016-12,,101.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-01,,99.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-02,,99.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-03,,101.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-04,,102.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-05,,102.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-06,,102.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-07,,100.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-08,,100.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-09,,102.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-10,,102.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-11,,101.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2017-12,,102.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-01,,100.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-02,,100.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-03,,102.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-04,,102.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-05,,103.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-06,,103.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-07,,102.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-08,,101.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-09,,103.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-10,,103.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-11,,103.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2018-12,,103.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-01,,101.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-02,,101.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-03,,103.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-04,,104.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-05,,104.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-06,,104.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-07,,102.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-08,,102.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-09,,103.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-10,,103.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-11,,103.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2019-12,,103.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-01,,101.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-02,,101.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-03,,103.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-04,,104.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-05,,103.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-06,,103.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-07,,103.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-08,,101.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-09,,102.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-10,,103.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-11,,103.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2020-12,,103.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-01,,102.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-02,,102.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-03,,104.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-04,,105.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-05,,105.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-06,,105.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-07,,104.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-08,,104.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-09,,105.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-10,,106.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-11,,107.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2021-12,,107.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-01,,107.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-02,,108.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-03,,111.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-04,,111.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-05,,112.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-06,,114.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-07,,112.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-08,,113.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-09,,115.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-10,,120.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-11,,120.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2022-12,,121.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-01,,119.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-02,,119.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-03,,120.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-04,,121.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-05,,121.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-06,,121.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-07,,119.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-08,,120.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-09,,122.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-10,,122.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-11,,121.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2023-12,,121.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-01,,120.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-02,,120.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-03,,121.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-04,,122.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-05,,122.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-06,,122.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-07,,121.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-08,,121.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-09,,123.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-10,,123.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-11,,123.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2024-12,,123.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2025-01,,122.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2025-02,,122.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2025-03,,124.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2025-04,,124.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2025-05,,124.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2025-06,,125.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2025-07,,123.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2025-08,,123.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2025-09,,125.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,IT,Italy,2025-10,,125.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-01,,97.82,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-02,,98.62,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-03,,99.88,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-04,,100.71,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-05,,100.97,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-06,,100.40,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-07,,101.07,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-08,,100.58,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-09,,100.40,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-10,,100.40,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-11,,99.64,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2015-12,,99.53,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2016-01,,98.03,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2016-02,,98.94,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,NL,Netherlands,2016-03,,100.40,,,,,
